id,title
1250,检查「好数组」
1251,平均售价
1252,奇数值单元格的数目
1253,重构 2 行二进制矩阵
1254,统计封闭岛屿的数目
1255,得分最高的单词集合
1256,加密数字
1257,最小公共区域
1258,近义词句子
1259,不相交的握手
1260,二维网格迁移
1261,在受污染的二叉树中查找元素
1262,可被三整除的最大和
1263,推箱子
1264,页面推荐
1265,逆序打印不可变链表
1266,访问所有点的最小时间
1267,统计参与通信的服务器
1268,搜索推荐系统
1269,停在原地的方案数
1270,向公司CEO汇报工作的所有人
1271,十六进制魔术数字
1272,删除区间
1273,删除树节点
1274,矩形内船只的数目
1275,找出井字棋的获胜者
1276,不浪费原料的汉堡制作方案
1277,统计全为 1 的正方形子矩阵
1278,分割回文串 III
1279,红绿灯路口
1280,学生们参加各科测试的次数
1281,整数的各位积和之差
1282,用户分组
1283,使结果不超过阈值的最小除数
1284,转化为全零矩阵的最少反转次数
1285,找到连续区间的开始和结束数字
1286,字母组合迭代器
1287,有序数组中出现次数超过25%的元素
1288,删除被覆盖区间
1289,下降路径最小和 II
1290,二进制链表转整数
1291,顺次数
1292,元素和小于等于阈值的正方形的最大边长
1293,网格中的最短路径
1294,不同国家的天气类型
1295,统计位数为偶数的数字
1296,划分数组为连续数字的集合
1297,子串的最大出现次数
1298,你能从盒子里获得的最大糖果数
1299,将每个元素替换为右侧最大元素
1300,转变数组后最接近目标值的数组和
1301,最大得分的路径数目
1302,层数最深叶子节点的和
1303,求团队人数
1304,和为零的N个唯一整数
1305,两棵二叉搜索树中的所有元素
1306,跳跃游戏 III
1307,口算难题
1308,不同性别每日分数总计
1309,解码字母到整数映射
1310,子数组异或查询
1311,获取你好友已观看的视频
1312,让字符串成为回文串的最少插入次数
1313,解压缩编码列表
1314,矩阵区域和
1315,祖父节点值为偶数的节点和
1316,不同的循环子字符串
1317,将整数转换为两个无零整数的和
1318,或运算的最小翻转次数
1319,连通网络的操作次数
1320,二指输入的的最小距离
1321,餐馆营业额变化增长
1322,广告效果
1323,6 和 9 组成的最大数字
1324,竖直打印单词
1325,删除给定值的叶子节点
1326,灌溉花园的最少水龙头数目
1327,列出指定时间段内所有的下单产品
1328,破坏回文串
1329,将矩阵按对角线排序
1330,翻转子数组得到最大的数组值
1331,数组序号转换
1332,删除回文子序列
1333,餐厅过滤器
1334,阈值距离内邻居最少的城市
1335,工作计划的最低难度
1336,每次访问的交易次数
1337,方阵中战斗力最弱的 K 行
1338,数组大小减半
1339,分裂二叉树的最大乘积
1340,跳跃游戏 V
1341,电影评分
1342,将数字变成 0 的操作次数
1343,大小为 K 且平均值大于等于阈值的子数组数目
1344,时钟指针的夹角
1345,跳跃游戏 IV
1346,检查整数及其两倍数是否存在
1347,制造字母异位词的最小步骤数
1348,推文计数
1349,参加考试的最大学生数
1350,院系无效的学生
1351,统计有序矩阵中的负数
1352,最后 K 个数的乘积
1353,最多可以参加的会议数目
1354,多次求和构造目标数组
1355,活动参与者
1356,根据数字二进制下 1 的数目排序
1357,每隔 n 个顾客打折
1358,包含所有三种字符的子字符串数目
1359,有效的快递序列数目
1360,日期之间隔几天
1361,验证二叉树
1362,最接近的因数
1363,形成三的最大倍数
1364,顾客的可信联系人数量
1365,有多少小于当前数字的数字
1366,通过投票对团队排名
1367,二叉树中的列表
1368,使网格图至少有一条有效路径的最小代价
1369,获取最近第二次的活动
1370,上升下降字符串
1371,每个元音包含偶数次的最长子字符串
1372,二叉树中的最长交错路径
1373,二叉搜索子树的最大键值和
1374,生成每种字符都是奇数个的字符串
1375,灯泡开关 III
1376,通知所有员工所需的时间
1377,T 秒后青蛙的位置
1378,使用唯一标识码替换员工ID
1379,找出克隆二叉树中的相同节点
1380,矩阵中的幸运数
1381,设计一个支持增量操作的栈
1382,将二叉搜索树变平衡
1383,最大的团队表现值
1384,按年度列出销售总额
1385,两个数组间的距离值
1386,安排电影院座位
1387,将整数按权重排序
1388,3n 块披萨
1389,按既定顺序创建目标数组
1390,四因数
1391,检查网格中是否存在有效路径
1392,最长快乐前缀
1393,股票的资本损益
1394,找出数组中的幸运数
1395,统计作战单位数
1396,设计地铁系统
1397,找到所有好字符串
1398,购买了产品A和产品B却没有购买产品C的顾客
1399,统计最大组的数目
1400,构造 K 个回文字符串
1401,圆和矩形是否有重叠
1402,做菜顺序
1403,非递增顺序的最小子序列
1404,将二进制表示减到 1 的步骤数
1405,最长快乐字符串
1406,石子游戏 III
1407,排名靠前的旅行者
1408,数组中的字符串匹配
1409,查询带键的排列
1410,HTML 实体解析器
1411,给 N x 3 网格图涂色的方案数
1412,Find the Quiet Students in All Exams
1413,逐步求和得到正数的最小值
1414,和为 K 的最少斐波那契数字数目
1415,长度为 n 的开心字符串中字典序第 k 小的字符串
1416,恢复数组
1417,重新格式化字符串
1418,点菜展示表
1419,数青蛙
1420,生成数组
1421,NPV Queries 新
1422,分割字符串的最大得分
1423,可获得的最大点数
1424,对角线遍历 II
1425,带限制的子序列和
1426,数元素
1427,字符串的左右移
1428,至少有一个 1 的最左端列
1429,第一个唯一数字
1430,判断给定的序列是否是二叉树从根到叶的路径
1431,拥有最多糖果的孩子
1432,改变一个整数能得到的最大差值
1433,检查一个字符串是否可以打破另一个字符串
1434,每个人戴不同帽子的方案数
1435,制作会话柱状图
1436,旅行终点站
1437,是否所有 1 都至少相隔 k 个元素
1438,绝对差不超过限制的最长连续子数组
1439,有序矩阵中的第 k 个最小数组和
1440,计算布尔表达式的值
1441,用栈操作构建数组
1442,形成两个异或相等数组的三元组数目
1443,收集树上所有苹果的最少时间
1444,切披萨的方案数
1445,苹果和桔子
1446,连续字符
1447,最简分数
1448,统计二叉树中好节点的数目
1449,数位成本和为目标值的最大数字
1450,在既定时间做作业的学生人数
1451,重新排列句子中的单词
1452,收藏清单
1453,圆形靶内的最大飞镖数量
1454,活跃用户
1455,检查单词是否为句中其他单词的前缀
1456,定长子串中元音的最大数目
1457,二叉树中的伪回文路径
1458,两个子序列的最大点积
1459,矩形面积
1460,通过翻转子数组使两个数组相等
1461,检查一个字符串是否包含所有长度为 K 的二进制子串
1462,课程安排 IV
1463,摘樱桃 II
1464,数组中两元素的最大乘积
1465,切割后面积最大的蛋糕
1466,重新规划路线
1467,两个盒子中球的颜色数相同的概率
1468,计算税后工资
1469,寻找所有的独生节点
1470,重新排列数组
1471,数组中的 k 个最强值
1472,设计浏览器历史记录
1473,粉刷房子 III
1474,删除链表 M 个节点之后的 N 个节点
1475,商品折扣后的最终价格
1476,子矩形查询
1477,找两个和为目标值且不重叠的子数组
1478,安排邮筒
1479,周内每天的销售情况
1480,一维数组的动态和
1481,不同整数的最少数目
1482,制作 m 束花所需的最少天数
1483,树节点的第 K 个祖先
1484,克隆含随机指针的二叉树
1485,按日期分组销售产品
1486,数组异或操作
1487,保证文件名唯一
1488,避免洪水泛滥
1489,找到最小生成树里的关键边和伪关键边
1490,克隆 N 叉树
1491,去掉最低工资和最高工资后的工资平均值
1492,n 的第 k 个因子
1493,删掉一个元素以后全为 1 的最长子数组
1494,并行课程 II
1495,上月播放的儿童适宜电影
1496,判断路径是否相交
1497,检查数组对是否可以被 k 整除
1498,满足条件的子序列数目
1499,满足不等式的最大值
1500,设计文件分享系统
