id,title,title_slug,difficulty,paid_only,url
1302,Deepest Leaves Sum,deepest-leaves-sum,中等,否,https://leetcode.cn/problems/deepest-leaves-sum/
1329,Sort the Matrix Diagonally,sort-the-matrix-diagonally,中等,否,https://leetcode.cn/problems/sort-the-matrix-diagonally/
1328,Break a Palindrome,break-a-palindrome,中等,否,https://leetcode.cn/problems/break-a-palindrome/
1147,Longest Chunked Palindrome Decomposition,longest-chunked-palindrome-decomposition,困难,否,https://leetcode.cn/problems/longest-chunked-palindrome-decomposition/
1143,Longest Common Subsequence,longest-common-subsequence,中等,否,https://leetcode.cn/problems/longest-common-subsequence/
1146,Snapshot Array,snapshot-array,中等,否,https://leetcode.cn/problems/snapshot-array/
1145,Binary Tree Coloring Game,binary-tree-coloring-game,中等,否,https://leetcode.cn/problems/binary-tree-coloring-game/
1144,Decrease Elements To Make Array Zigzag,decrease-elements-to-make-array-zigzag,中等,否,https://leetcode.cn/problems/decrease-elements-to-make-array-zigzag/
1142,User Activity for the Past 30 Days II,user-activity-for-the-past-30-days-ii,简单,是,https://leetcode.cn/problems/user-activity-for-the-past-30-days-ii/
1141,User Activity for the Past 30 Days I,user-activity-for-the-past-30-days-i,简单,否,https://leetcode.cn/problems/user-activity-for-the-past-30-days-i/
1316,Distinct Echo Substrings,distinct-echo-substrings,困难,否,https://leetcode.cn/problems/distinct-echo-substrings/
1315,Sum of Nodes with Even-Valued Grandparent,sum-of-nodes-with-even-valued-grandparent,中等,否,https://leetcode.cn/problems/sum-of-nodes-with-even-valued-grandparent/
1314,Matrix Block Sum,matrix-block-sum,中等,否,https://leetcode.cn/problems/matrix-block-sum/
1313,Decompress Run-Length Encoded List,decompress-run-length-encoded-list,简单,否,https://leetcode.cn/problems/decompress-run-length-encoded-list/
1140,Stone Game II,stone-game-ii,中等,否,https://leetcode.cn/problems/stone-game-ii/
1139,Largest 1-Bordered Square,largest-1-bordered-square,中等,否,https://leetcode.cn/problems/largest-1-bordered-square/
1138,Alphabet Board Path,alphabet-board-path,中等,否,https://leetcode.cn/problems/alphabet-board-path/
1132,Reported Posts II,reported-posts-ii,中等,是,https://leetcode.cn/problems/reported-posts-ii/
1137,N-th Tribonacci Number,n-th-tribonacci-number,简单,否,https://leetcode.cn/problems/n-th-tribonacci-number/
1301,Number of Paths with Max Score,number-of-paths-with-max-score,困难,否,https://leetcode.cn/problems/number-of-paths-with-max-score/
1274,Number of Ships in a Rectangle,number-of-ships-in-a-rectangle,困难,是,https://leetcode.cn/problems/number-of-ships-in-a-rectangle/
1300,Sum of Mutated Array Closest to Target,sum-of-mutated-array-closest-to-target,中等,否,https://leetcode.cn/problems/sum-of-mutated-array-closest-to-target/
1299,Replace Elements with Greatest Element on Right Side,replace-elements-with-greatest-element-on-right-side,简单,否,https://leetcode.cn/problems/replace-elements-with-greatest-element-on-right-side/
1131,Maximum of Absolute Value Expression,maximum-of-absolute-value-expression,中等,否,https://leetcode.cn/problems/maximum-of-absolute-value-expression/
1129,Shortest Path with Alternating Colors,shortest-path-with-alternating-colors,中等,否,https://leetcode.cn/problems/shortest-path-with-alternating-colors/
1130,Minimum Cost Tree From Leaf Values,minimum-cost-tree-from-leaf-values,中等,否,https://leetcode.cn/problems/minimum-cost-tree-from-leaf-values/
1128,Number of Equivalent Domino Pairs,number-of-equivalent-domino-pairs,简单,否,https://leetcode.cn/problems/number-of-equivalent-domino-pairs/
1127,User Purchase Platform,user-purchase-platform,困难,是,https://leetcode.cn/problems/user-purchase-platform/
1126,Active Businesses,active-businesses,中等,是,https://leetcode.cn/problems/active-businesses/
1289,Minimum Falling Path Sum II,minimum-falling-path-sum-ii,困难,否,https://leetcode.cn/problems/minimum-falling-path-sum-ii/
1288,Remove Covered Intervals,remove-covered-intervals,中等,否,https://leetcode.cn/problems/remove-covered-intervals/
1287,Element Appearing More Than 25% In Sorted Array,element-appearing-more-than-25-in-sorted-array,简单,否,https://leetcode.cn/problems/element-appearing-more-than-25-in-sorted-array/
1125,Smallest Sufficient Team,smallest-sufficient-team,困难,否,https://leetcode.cn/problems/smallest-sufficient-team/
1124,Longest Well-Performing Interval,longest-well-performing-interval,中等,否,https://leetcode.cn/problems/longest-well-performing-interval/
1123,Lowest Common Ancestor of Deepest Leaves,lowest-common-ancestor-of-deepest-leaves,中等,否,https://leetcode.cn/problems/lowest-common-ancestor-of-deepest-leaves/
1122,Relative Sort Array,relative-sort-array,简单,否,https://leetcode.cn/problems/relative-sort-array/
1116,Print Zero Even Odd,print-zero-even-odd,中等,否,https://leetcode.cn/problems/print-zero-even-odd/
1113,Reported Posts,reported-posts,简单,是,https://leetcode.cn/problems/reported-posts/
1112,Highest Grade For Each Student,highest-grade-for-each-student,中等,是,https://leetcode.cn/problems/highest-grade-for-each-student/
1259,Handshakes That Don't Cross,handshakes-that-dont-cross,困难,是,https://leetcode.cn/problems/handshakes-that-dont-cross/
1291,Sequential Digits,sequential-digits,中等,否,https://leetcode.cn/problems/sequential-digits/
1286,Iterator for Combination,iterator-for-combination,中等,否,https://leetcode.cn/problems/iterator-for-combination/
1188,Design Bounded Blocking Queue,design-bounded-blocking-queue,中等,是,https://leetcode.cn/problems/design-bounded-blocking-queue/
1111,Maximum Nesting Depth of Two Valid Parentheses Strings,maximum-nesting-depth-of-two-valid-parentheses-strings,中等,否,https://leetcode.cn/problems/maximum-nesting-depth-of-two-valid-parentheses-strings/
1110,Delete Nodes And Return Forest,delete-nodes-and-return-forest,中等,否,https://leetcode.cn/problems/delete-nodes-and-return-forest/
1109,Corporate Flight Bookings,corporate-flight-bookings,中等,否,https://leetcode.cn/problems/corporate-flight-bookings/
1108,Defanging an IP Address,defanging-an-ip-address,简单,否,https://leetcode.cn/problems/defanging-an-ip-address/
1107,New Users Daily Count,new-users-daily-count,中等,是,https://leetcode.cn/problems/new-users-daily-count/
1114,Print in Order,print-in-order,简单,否,https://leetcode.cn/problems/print-in-order/
1246,Palindrome Removal,palindrome-removal,困难,是,https://leetcode.cn/problems/palindrome-removal/
1273,Delete Tree Nodes,delete-tree-nodes,中等,是,https://leetcode.cn/problems/delete-tree-nodes/
1272,Remove Interval,remove-interval,中等,是,https://leetcode.cn/problems/remove-interval/
1271,Hexspeak,hexspeak,简单,是,https://leetcode.cn/problems/hexspeak/
1098,Unpopular Books,unpopular-books,中等,是,https://leetcode.cn/problems/unpopular-books/
1106,Parsing A Boolean Expression,parsing-a-boolean-expression,困难,否,https://leetcode.cn/problems/parsing-a-boolean-expression/
1105,Filling Bookcase Shelves,filling-bookcase-shelves,中等,否,https://leetcode.cn/problems/filling-bookcase-shelves/
1103,Distribute Candies to People,distribute-candies-to-people,简单,否,https://leetcode.cn/problems/distribute-candies-to-people/
1104,Path In Zigzag Labelled Binary Tree,path-in-zigzag-labelled-binary-tree,中等,否,https://leetcode.cn/problems/path-in-zigzag-labelled-binary-tree/
1097,Game Play Analysis V,game-play-analysis-v,困难,是,https://leetcode.cn/problems/game-play-analysis-v/
1231,Divide Chocolate,divide-chocolate,困难,是,https://leetcode.cn/problems/divide-chocolate/
1258,Synonymous Sentences,synonymous-sentences,中等,是,https://leetcode.cn/problems/synonymous-sentences/
1257,Smallest Common Region,smallest-common-region,中等,是,https://leetcode.cn/problems/smallest-common-region/
1256,Encode Number,encode-number,中等,是,https://leetcode.cn/problems/encode-number/
1096,Brace Expansion II,brace-expansion-ii,困难,否,https://leetcode.cn/problems/brace-expansion-ii/
1115,Print FooBar Alternately,print-foobar-alternately,中等,否,https://leetcode.cn/problems/print-foobar-alternately/
1117,Building H2O,building-h2o,中等,否,https://leetcode.cn/problems/building-h2o/
1095,Find in Mountain Array,find-in-mountain-array,困难,否,https://leetcode.cn/problems/find-in-mountain-array/
1094,Car Pooling,car-pooling,中等,否,https://leetcode.cn/problems/car-pooling/
1093,Statistics from a Large Sample,statistics-from-a-large-sample,中等,否,https://leetcode.cn/problems/statistics-from-a-large-sample/
550,Game Play Analysis IV,game-play-analysis-iv,中等,否,https://leetcode.cn/problems/game-play-analysis-iv/
534,Game Play Analysis III,game-play-analysis-iii,中等,是,https://leetcode.cn/problems/game-play-analysis-iii/
512,Game Play Analysis II,game-play-analysis-ii,简单,是,https://leetcode.cn/problems/game-play-analysis-ii/
511,Game Play Analysis I,game-play-analysis-i,简单,否,https://leetcode.cn/problems/game-play-analysis-i/
1216,Valid Palindrome III,valid-palindrome-iii,困难,是,https://leetcode.cn/problems/valid-palindrome-iii/
1245,Tree Diameter,tree-diameter,中等,是,https://leetcode.cn/problems/tree-diameter/
1244,Design A Leaderboard,design-a-leaderboard,中等,是,https://leetcode.cn/problems/design-a-leaderboard/
1243,Array Transformation,array-transformation,简单,是,https://leetcode.cn/problems/array-transformation/
1084,Sales Analysis III,sales-analysis-iii,简单,否,https://leetcode.cn/problems/sales-analysis-iii/
1083,Sales Analysis II,sales-analysis-ii,简单,是,https://leetcode.cn/problems/sales-analysis-ii/
1082,Sales Analysis I,sales-analysis-i,简单,是,https://leetcode.cn/problems/sales-analysis-i/
1091,Shortest Path in Binary Matrix,shortest-path-in-binary-matrix,中等,否,https://leetcode.cn/problems/shortest-path-in-binary-matrix/
1092,Shortest Common Supersequence ,shortest-common-supersequence,困难,否,https://leetcode.cn/problems/shortest-common-supersequence/
1090,Largest Values From Labels,largest-values-from-labels,中等,否,https://leetcode.cn/problems/largest-values-from-labels/
1089,Duplicate Zeros,duplicate-zeros,简单,否,https://leetcode.cn/problems/duplicate-zeros/
1199,Minimum Time to Build Blocks,minimum-time-to-build-blocks,困难,是,https://leetcode.cn/problems/minimum-time-to-build-blocks/
1230,Toss Strange Coins,toss-strange-coins,中等,是,https://leetcode.cn/problems/toss-strange-coins/
1229,Meeting Scheduler,meeting-scheduler,中等,是,https://leetcode.cn/problems/meeting-scheduler/
1228,Missing Number In Arithmetic Progression,missing-number-in-arithmetic-progression,简单,是,https://leetcode.cn/problems/missing-number-in-arithmetic-progression/
1077,Project Employees III,project-employees-iii,中等,是,https://leetcode.cn/problems/project-employees-iii/
1076,Project Employees II,project-employees-ii,简单,是,https://leetcode.cn/problems/project-employees-ii/
1075,Project Employees I,project-employees-i,简单,否,https://leetcode.cn/problems/project-employees-i/
1079,Letter Tile Possibilities,letter-tile-possibilities,中等,否,https://leetcode.cn/problems/letter-tile-possibilities/
1081,Smallest Subsequence of Distinct Characters,smallest-subsequence-of-distinct-characters,中等,否,https://leetcode.cn/problems/smallest-subsequence-of-distinct-characters/
1080,Insufficient Nodes in Root to Leaf Paths,insufficient-nodes-in-root-to-leaf-paths,中等,否,https://leetcode.cn/problems/insufficient-nodes-in-root-to-leaf-paths/
1078,Occurrences After Bigram,occurrences-after-bigram,简单,否,https://leetcode.cn/problems/occurrences-after-bigram/
1070,Product Sales Analysis III,product-sales-analysis-iii,中等,否,https://leetcode.cn/problems/product-sales-analysis-iii/
1069,Product Sales Analysis II,product-sales-analysis-ii,简单,是,https://leetcode.cn/problems/product-sales-analysis-ii/
1068,Product Sales Analysis I,product-sales-analysis-i,简单,否,https://leetcode.cn/problems/product-sales-analysis-i/
1183,Maximum Number of Ones,maximum-number-of-ones,困难,是,https://leetcode.cn/problems/maximum-number-of-ones/
1215,Stepping Numbers,stepping-numbers,中等,是,https://leetcode.cn/problems/stepping-numbers/
1214,Two Sum BSTs,two-sum-bsts,中等,是,https://leetcode.cn/problems/two-sum-bsts/
1213,Intersection of Three Sorted Arrays,intersection-of-three-sorted-arrays,简单,是,https://leetcode.cn/problems/intersection-of-three-sorted-arrays/
1073,Adding Two Negabinary Numbers,adding-two-negabinary-numbers,中等,否,https://leetcode.cn/problems/adding-two-negabinary-numbers/
1072,Flip Columns For Maximum Number of Equal Rows,flip-columns-for-maximum-number-of-equal-rows,中等,否,https://leetcode.cn/problems/flip-columns-for-maximum-number-of-equal-rows/
1071,Greatest Common Divisor of Strings,greatest-common-divisor-of-strings,简单,否,https://leetcode.cn/problems/greatest-common-divisor-of-strings/
1074,Number of Submatrices That Sum to Target,number-of-submatrices-that-sum-to-target,困难,否,https://leetcode.cn/problems/number-of-submatrices-that-sum-to-target/
1168,Optimize Water Distribution in a Village,optimize-water-distribution-in-a-village,困难,是,https://leetcode.cn/problems/optimize-water-distribution-in-a-village/
1198,Find Smallest Common Element in All Rows,find-smallest-common-element-in-all-rows,中等,是,https://leetcode.cn/problems/find-smallest-common-element-in-all-rows/
1197,Minimum Knight Moves,minimum-knight-moves,中等,是,https://leetcode.cn/problems/minimum-knight-moves/
1196,How Many Apples Can You Put into the Basket,how-many-apples-can-you-put-into-the-basket,简单,是,https://leetcode.cn/problems/how-many-apples-can-you-put-into-the-basket/
1054,Distant Barcodes,distant-barcodes,中等,否,https://leetcode.cn/problems/distant-barcodes/
1053,Previous Permutation With One Swap,previous-permutation-with-one-swap,中等,否,https://leetcode.cn/problems/previous-permutation-with-one-swap/
1052,Grumpy Bookstore Owner,grumpy-bookstore-owner,中等,否,https://leetcode.cn/problems/grumpy-bookstore-owner/
1051,Height Checker,height-checker,简单,否,https://leetcode.cn/problems/height-checker/
1050,Actors and Directors Who Cooperated At Least Three Times,actors-and-directors-who-cooperated-at-least-three-times,简单,否,https://leetcode.cn/problems/actors-and-directors-who-cooperated-at-least-three-times/
1045,Customers Who Bought All Products,customers-who-bought-all-products,中等,否,https://leetcode.cn/problems/customers-who-bought-all-products/
1182,Shortest Distance to Target Color,shortest-distance-to-target-color,中等,是,https://leetcode.cn/problems/shortest-distance-to-target-color/
1163,Last Substring in Lexicographical Order,last-substring-in-lexicographical-order,困难,否,https://leetcode.cn/problems/last-substring-in-lexicographical-order/
1181,Before and After Puzzle,before-and-after-puzzle,中等,是,https://leetcode.cn/problems/before-and-after-puzzle/
1180,Count Substrings with Only One Distinct Letter,count-substrings-with-only-one-distinct-letter,简单,是,https://leetcode.cn/problems/count-substrings-with-only-one-distinct-letter/
1049,Last Stone Weight II,last-stone-weight-ii,中等,否,https://leetcode.cn/problems/last-stone-weight-ii/
1048,Longest String Chain,longest-string-chain,中等,否,https://leetcode.cn/problems/longest-string-chain/
1047,Remove All Adjacent Duplicates In String,remove-all-adjacent-duplicates-in-string,简单,否,https://leetcode.cn/problems/remove-all-adjacent-duplicates-in-string/
1046,Last Stone Weight,last-stone-weight,简单,否,https://leetcode.cn/problems/last-stone-weight/
1167,Minimum Cost to Connect Sticks,minimum-cost-to-connect-sticks,中等,是,https://leetcode.cn/problems/minimum-cost-to-connect-sticks/
1166,Design File System,design-file-system,中等,是,https://leetcode.cn/problems/design-file-system/
1153,String Transforms Into Another String,string-transforms-into-another-string,困难,是,https://leetcode.cn/problems/string-transforms-into-another-string/
1165,Single-Row Keyboard,single-row-keyboard,简单,是,https://leetcode.cn/problems/single-row-keyboard/
1044,Longest Duplicate Substring,longest-duplicate-substring,困难,否,https://leetcode.cn/problems/longest-duplicate-substring/
1043,Partition Array for Maximum Sum,partition-array-for-maximum-sum,中等,否,https://leetcode.cn/problems/partition-array-for-maximum-sum/
1042,Flower Planting With No Adjacent,flower-planting-with-no-adjacent,中等,否,https://leetcode.cn/problems/flower-planting-with-no-adjacent/
1041,Robot Bounded In Circle,robot-bounded-in-circle,中等,否,https://leetcode.cn/problems/robot-bounded-in-circle/
1121,Divide Array Into Increasing Sequences,divide-array-into-increasing-sequences,困难,是,https://leetcode.cn/problems/divide-array-into-increasing-sequences/
1162,As Far from Land as Possible,as-far-from-land-as-possible,中等,否,https://leetcode.cn/problems/as-far-from-land-as-possible/
1161,Maximum Level Sum of a Binary Tree,maximum-level-sum-of-a-binary-tree,中等,否,https://leetcode.cn/problems/maximum-level-sum-of-a-binary-tree/
1037,Valid Boomerang,valid-boomerang,简单,否,https://leetcode.cn/problems/valid-boomerang/
1038,Binary Search Tree to Greater Sum Tree,binary-search-tree-to-greater-sum-tree,中等,否,https://leetcode.cn/problems/binary-search-tree-to-greater-sum-tree/
1040,Moving Stones Until Consecutive II,moving-stones-until-consecutive-ii,中等,否,https://leetcode.cn/problems/moving-stones-until-consecutive-ii/
1160,Find Words That Can Be Formed by Characters,find-words-that-can-be-formed-by-characters,简单,否,https://leetcode.cn/problems/find-words-that-can-be-formed-by-characters/
1039,Minimum Score Triangulation of Polygon,minimum-score-triangulation-of-polygon,中等,否,https://leetcode.cn/problems/minimum-score-triangulation-of-polygon/
1152,Analyze User Website Visit Pattern,analyze-user-website-visit-pattern,中等,是,https://leetcode.cn/problems/analyze-user-website-visit-pattern/
1151,Minimum Swaps to Group All 1's Together,minimum-swaps-to-group-all-1s-together,中等,是,https://leetcode.cn/problems/minimum-swaps-to-group-all-1s-together/
1036,Escape a Large Maze,escape-a-large-maze,困难,否,https://leetcode.cn/problems/escape-a-large-maze/
1035,Uncrossed Lines,uncrossed-lines,中等,否,https://leetcode.cn/problems/uncrossed-lines/
1034,Coloring A Border,coloring-a-border,中等,否,https://leetcode.cn/problems/coloring-a-border/
1033,Moving Stones Until Consecutive,moving-stones-until-consecutive,中等,否,https://leetcode.cn/problems/moving-stones-until-consecutive/
1150,Check If a Number Is Majority Element in a Sorted Array,check-if-a-number-is-majority-element-in-a-sorted-array,简单,是,https://leetcode.cn/problems/check-if-a-number-is-majority-element-in-a-sorted-array/
1136,Parallel Courses,parallel-courses,中等,是,https://leetcode.cn/problems/parallel-courses/
1135,Connecting Cities With Minimum Cost,connecting-cities-with-minimum-cost,中等,是,https://leetcode.cn/problems/connecting-cities-with-minimum-cost/
1102,Path With Maximum Minimum Value,path-with-maximum-minimum-value,中等,是,https://leetcode.cn/problems/path-with-maximum-minimum-value/
1133,Largest Unique Number,largest-unique-number,简单,是,https://leetcode.cn/problems/largest-unique-number/
1032,Stream of Characters,stream-of-characters,困难,否,https://leetcode.cn/problems/stream-of-characters/
1031,Maximum Sum of Two Non-Overlapping Subarrays,maximum-sum-of-two-non-overlapping-subarrays,中等,否,https://leetcode.cn/problems/maximum-sum-of-two-non-overlapping-subarrays/
1029,Two City Scheduling,two-city-scheduling,中等,否,https://leetcode.cn/problems/two-city-scheduling/
1030,Matrix Cells in Distance Order,matrix-cells-in-distance-order,简单,否,https://leetcode.cn/problems/matrix-cells-in-distance-order/
1028,Recover a Tree From Preorder Traversal,recover-a-tree-from-preorder-traversal,困难,否,https://leetcode.cn/problems/recover-a-tree-from-preorder-traversal/
1026,Maximum Difference Between Node and Ancestor,maximum-difference-between-node-and-ancestor,中等,否,https://leetcode.cn/problems/maximum-difference-between-node-and-ancestor/
1120,Maximum Average Subtree,maximum-average-subtree,中等,是,https://leetcode.cn/problems/maximum-average-subtree/
1134,Armstrong Number,armstrong-number,简单,是,https://leetcode.cn/problems/armstrong-number/
1119,Remove Vowels from a String,remove-vowels-from-a-string,简单,是,https://leetcode.cn/problems/remove-vowels-from-a-string/
1118,Number of Days in a Month,number-of-days-in-a-month,简单,是,https://leetcode.cn/problems/number-of-days-in-a-month/
1027,Longest Arithmetic Subsequence,longest-arithmetic-subsequence,中等,否,https://leetcode.cn/problems/longest-arithmetic-subsequence/
1025,Divisor Game,divisor-game,简单,否,https://leetcode.cn/problems/divisor-game/
1101,The Earliest Moment When Everyone Become Friends,the-earliest-moment-when-everyone-become-friends,中等,是,https://leetcode.cn/problems/the-earliest-moment-when-everyone-become-friends/
1100,Find K-Length Substrings With No Repeated Characters,find-k-length-substrings-with-no-repeated-characters,中等,是,https://leetcode.cn/problems/find-k-length-substrings-with-no-repeated-characters/
1099,Two Sum Less Than K,two-sum-less-than-k,简单,是,https://leetcode.cn/problems/two-sum-less-than-k/
1085,Sum of Digits in the Minimum Number,sum-of-digits-in-the-minimum-number,简单,是,https://leetcode.cn/problems/sum-of-digits-in-the-minimum-number/
1024,Video Stitching,video-stitching,中等,否,https://leetcode.cn/problems/video-stitching/
1023,Camelcase Matching,camelcase-matching,中等,否,https://leetcode.cn/problems/camelcase-matching/
1022,Sum of Root To Leaf Binary Numbers,sum-of-root-to-leaf-binary-numbers,简单,否,https://leetcode.cn/problems/sum-of-root-to-leaf-binary-numbers/
1021,Remove Outermost Parentheses,remove-outermost-parentheses,简单,否,https://leetcode.cn/problems/remove-outermost-parentheses/
1088,Confusing Number II,confusing-number-ii,困难,是,https://leetcode.cn/problems/confusing-number-ii/
1087,Brace Expansion,brace-expansion,中等,是,https://leetcode.cn/problems/brace-expansion/
1065,Index Pairs of a String,index-pairs-of-a-string,简单,是,https://leetcode.cn/problems/index-pairs-of-a-string/
1086,High Five,high-five,简单,是,https://leetcode.cn/problems/high-five/
1020,Number of Enclaves,number-of-enclaves,中等,否,https://leetcode.cn/problems/number-of-enclaves/
1019,Next Greater Node In Linked List,next-greater-node-in-linked-list,中等,否,https://leetcode.cn/problems/next-greater-node-in-linked-list/
1018,Binary Prefix Divisible By 5,binary-prefix-divisible-by-5,简单,否,https://leetcode.cn/problems/binary-prefix-divisible-by-5/
1017,Convert to Base -2,convert-to-base-2,中等,否,https://leetcode.cn/problems/convert-to-base-2/
1056,Confusing Number,confusing-number,简单,是,https://leetcode.cn/problems/confusing-number/
1067,Digit Count in Range,digit-count-in-range,困难,是,https://leetcode.cn/problems/digit-count-in-range/
1066,Campus Bikes II,campus-bikes-ii,中等,是,https://leetcode.cn/problems/campus-bikes-ii/
1064,Fixed Point,fixed-point,简单,是,https://leetcode.cn/problems/fixed-point/
1016,Binary String With Substrings Representing 1 To N,binary-string-with-substrings-representing-1-to-n,中等,否,https://leetcode.cn/problems/binary-string-with-substrings-representing-1-to-n/
1015,Smallest Integer Divisible by K,smallest-integer-divisible-by-k,中等,否,https://leetcode.cn/problems/smallest-integer-divisible-by-k/
1014,Best Sightseeing Pair,best-sightseeing-pair,中等,否,https://leetcode.cn/problems/best-sightseeing-pair/
1013,Partition Array Into Three Parts With Equal Sum,partition-array-into-three-parts-with-equal-sum,简单,否,https://leetcode.cn/problems/partition-array-into-three-parts-with-equal-sum/
1063,Number of Valid Subarrays,number-of-valid-subarrays,困难,是,https://leetcode.cn/problems/number-of-valid-subarrays/
1062,Longest Repeating Substring,longest-repeating-substring,中等,是,https://leetcode.cn/problems/longest-repeating-substring/
1060,Missing Element in Sorted Array,missing-element-in-sorted-array,中等,是,https://leetcode.cn/problems/missing-element-in-sorted-array/
1061,Lexicographically Smallest Equivalent String,lexicographically-smallest-equivalent-string,中等,否,https://leetcode.cn/problems/lexicographically-smallest-equivalent-string/
1012,Numbers With Repeated Digits,numbers-with-repeated-digits,困难,否,https://leetcode.cn/problems/numbers-with-repeated-digits/
1011,Capacity To Ship Packages Within D Days,capacity-to-ship-packages-within-d-days,中等,否,https://leetcode.cn/problems/capacity-to-ship-packages-within-d-days/
1010,Pairs of Songs With Total Durations Divisible by 60,pairs-of-songs-with-total-durations-divisible-by-60,中等,否,https://leetcode.cn/problems/pairs-of-songs-with-total-durations-divisible-by-60/
1009,Complement of Base 10 Integer,complement-of-base-10-integer,简单,否,https://leetcode.cn/problems/complement-of-base-10-integer/
1058,Minimize Rounding Error to Meet Target,minimize-rounding-error-to-meet-target,中等,是,https://leetcode.cn/problems/minimize-rounding-error-to-meet-target/
1057,Campus Bikes,campus-bikes,中等,是,https://leetcode.cn/problems/campus-bikes/
1055,Shortest Way to Form String,shortest-way-to-form-string,中等,是,https://leetcode.cn/problems/shortest-way-to-form-string/
1008,Construct Binary Search Tree from Preorder Traversal,construct-binary-search-tree-from-preorder-traversal,中等,否,https://leetcode.cn/problems/construct-binary-search-tree-from-preorder-traversal/
1007,Minimum Domino Rotations For Equal Row,minimum-domino-rotations-for-equal-row,中等,否,https://leetcode.cn/problems/minimum-domino-rotations-for-equal-row/
1006,Clumsy Factorial,clumsy-factorial,中等,否,https://leetcode.cn/problems/clumsy-factorial/
1005,Maximize Sum Of Array After K Negations,maximize-sum-of-array-after-k-negations,简单,否,https://leetcode.cn/problems/maximize-sum-of-array-after-k-negations/
1004,Max Consecutive Ones III,max-consecutive-ones-iii,中等,否,https://leetcode.cn/problems/max-consecutive-ones-iii/
1003,Check If Word Is Valid After Substitutions,check-if-word-is-valid-after-substitutions,中等,否,https://leetcode.cn/problems/check-if-word-is-valid-after-substitutions/
1002,Find Common Characters,find-common-characters,简单,否,https://leetcode.cn/problems/find-common-characters/
1001,Grid Illumination,grid-illumination,困难,否,https://leetcode.cn/problems/grid-illumination/
1000,Minimum Cost to Merge Stones,minimum-cost-to-merge-stones,困难,否,https://leetcode.cn/problems/minimum-cost-to-merge-stones/
999,Available Captures for Rook,available-captures-for-rook,简单,否,https://leetcode.cn/problems/available-captures-for-rook/
998,Maximum Binary Tree II,maximum-binary-tree-ii,中等,否,https://leetcode.cn/problems/maximum-binary-tree-ii/
997,Find the Town Judge,find-the-town-judge,简单,否,https://leetcode.cn/problems/find-the-town-judge/
996,Number of Squareful Arrays,number-of-squareful-arrays,困难,否,https://leetcode.cn/problems/number-of-squareful-arrays/
995,Minimum Number of K Consecutive Bit Flips,minimum-number-of-k-consecutive-bit-flips,困难,否,https://leetcode.cn/problems/minimum-number-of-k-consecutive-bit-flips/
994,Rotting Oranges,rotting-oranges,中等,否,https://leetcode.cn/problems/rotting-oranges/
993,Cousins in Binary Tree,cousins-in-binary-tree,简单,否,https://leetcode.cn/problems/cousins-in-binary-tree/
992,Subarrays with K Different Integers,subarrays-with-k-different-integers,困难,否,https://leetcode.cn/problems/subarrays-with-k-different-integers/
991,Broken Calculator,broken-calculator,中等,否,https://leetcode.cn/problems/broken-calculator/
990,Satisfiability of Equality Equations,satisfiability-of-equality-equations,中等,否,https://leetcode.cn/problems/satisfiability-of-equality-equations/
989,Add to Array-Form of Integer,add-to-array-form-of-integer,简单,否,https://leetcode.cn/problems/add-to-array-form-of-integer/
988,Smallest String Starting From Leaf,smallest-string-starting-from-leaf,中等,否,https://leetcode.cn/problems/smallest-string-starting-from-leaf/
987,Vertical Order Traversal of a Binary Tree,vertical-order-traversal-of-a-binary-tree,困难,否,https://leetcode.cn/problems/vertical-order-traversal-of-a-binary-tree/
986,Interval List Intersections,interval-list-intersections,中等,否,https://leetcode.cn/problems/interval-list-intersections/
985,Sum of Even Numbers After Queries,sum-of-even-numbers-after-queries,中等,否,https://leetcode.cn/problems/sum-of-even-numbers-after-queries/
984,String Without AAA or BBB,string-without-aaa-or-bbb,中等,否,https://leetcode.cn/problems/string-without-aaa-or-bbb/
983,Minimum Cost For Tickets,minimum-cost-for-tickets,中等,否,https://leetcode.cn/problems/minimum-cost-for-tickets/
982,Triples with Bitwise AND Equal To Zero,triples-with-bitwise-and-equal-to-zero,困难,否,https://leetcode.cn/problems/triples-with-bitwise-and-equal-to-zero/
981,Time Based Key-Value Store,time-based-key-value-store,中等,否,https://leetcode.cn/problems/time-based-key-value-store/
980,Unique Paths III,unique-paths-iii,困难,否,https://leetcode.cn/problems/unique-paths-iii/
979,Distribute Coins in Binary Tree,distribute-coins-in-binary-tree,中等,否,https://leetcode.cn/problems/distribute-coins-in-binary-tree/
978,Longest Turbulent Subarray,longest-turbulent-subarray,中等,否,https://leetcode.cn/problems/longest-turbulent-subarray/
977,Squares of a Sorted Array,squares-of-a-sorted-array,简单,否,https://leetcode.cn/problems/squares-of-a-sorted-array/
976,Largest Perimeter Triangle,largest-perimeter-triangle,简单,否,https://leetcode.cn/problems/largest-perimeter-triangle/
975,Odd Even Jump,odd-even-jump,困难,否,https://leetcode.cn/problems/odd-even-jump/
974,Subarray Sums Divisible by K,subarray-sums-divisible-by-k,中等,否,https://leetcode.cn/problems/subarray-sums-divisible-by-k/
973,K Closest Points to Origin,k-closest-points-to-origin,中等,否,https://leetcode.cn/problems/k-closest-points-to-origin/
509,Fibonacci Number,fibonacci-number,简单,否,https://leetcode.cn/problems/fibonacci-number/
972,Equal Rational Numbers,equal-rational-numbers,困难,否,https://leetcode.cn/problems/equal-rational-numbers/
